source_concept_class,target_concept,pcornet_name,source_concept_id,concept_description,value_as_concept_id
Specimen concept,,,4161559,Tissue specimen from extrahepatic bile duct,
Specimen concept,,,4187359,Respiratory secretion,
Specimen concept,,,759813,Physical object specimen,
Specimen concept,,,4001192,Specimen from placenta,
Specimen concept,BODY_FLD,,37116306,Fluid specimen from epididymis,
Specimen concept,,,4208612,Graft specimen from patient,
Specimen concept,,,4332520,Specimen from nasal sinus,
Specimen concept,,,4124270,Renal stone sample,
Specimen concept,TISSUE,,43531157,Specimen from perirenal tissue,
Specimen concept,,,4161970,Specimen from regional lymph node obtained by lymphadenectomy,
Specimen concept,,,4120212,Adipose tissue sample,
Specimen concept,CVX_VAG,,4205091,Cervical loop excision sample,
Specimen concept,TISSUE,,4207903,Tissue specimen from retroperitoneum,
Specimen concept,,,4121356,Sellotape slide,
Specimen concept,BLD,,43021764,Central venous catheter submitted as specimen,
Specimen concept,,,37116307,Fluid specimen from external auditory canal,
Specimen concept,,,4204956,Mouth biopsy sample,
Specimen concept,,,44783875,Suture material submitted as specimen,
Specimen concept,,,46270213,Specimen from ethmoid sinus obtained by biopsy,
Specimen concept,,,4330245,Specimen from trunk obtained by biopsy,
Specimen concept,,,46270207,Specimen from right upper lobe of lung obtained by bronchial brushings procedure,
Specimen concept,,,37115790,Discharge specimen from penis,
Specimen concept,,,4048982,Specimen from kidney obtained by wedge biopsy,
Specimen concept,,,43021110,Swab from cornea,
Specimen concept,,,4006644,Gastric cytologic material,
Specimen concept,,,42539085,Specimen from control,
Specimen concept,,,4001179,Platelet specimen,
Specimen concept,,,46270186,Breast cyst sample,
Specimen concept,,,4045881,Specimen from ovary obtained by resection,
Specimen concept,,,4001055,Specimen from endotracheal tube,
Specimen concept,BODY_FLD,,4184231,Extrahepatic bile duct cytologic material,
Specimen concept,,,44792678,Pilonidal sinus swab,
Specimen concept,,,43021083,Swab from tonsil,
Specimen concept,BLD,,45912143,Whole blood sample,
Specimen concept,,,4119510,Skin ulcer swab,
Specimen concept,,,42537557,Tissue specimen from aneurysm obtained by surgical resection,
Specimen concept,,,4218858,Specimen from thymus gland obtained by needle biopsy using computed tomography guidance,
Specimen concept,,,4122258,Gallstone sample,
Specimen concept,,,46270198,Specimen from breast obtained by resection of superior margin,
Specimen concept,,,4124259,Cerebrospinal fluid sample,
Specimen concept,,,40480935,Specimen from prostate obtained by fine needle aspiration biopsy,
Specimen concept,,,45501992,Synovial fluid sample,
Specimen concept,BODY_FLD,,37116371,Fluid specimen from ear,
Specimen concept,,,4202632,Upper respiratory tissue sample,
Specimen concept,,,4002881,Seminal fluid specimen,
Specimen concept,TISSUE,,37117935,Formalin-fixed placenta tissue specimen,
Specimen concept,TISSUE,,4028083,Tissue specimen from vagina,
Specimen concept,TISSUE,,37016214,Colorectal junction neoplasm tissue sample,
Specimen concept,URINE,,43021765,Peripheral vascular catheter submitted as specimen,
Specimen concept,,,4006637,Bronchial cytologic material,
Specimen concept,URINE,,43021156,Peritoneal catheter submitted as specimen,
Specimen concept,,,4120213,Gonad tissue,
Specimen concept,,,4219036,Specimen from renal pelvis obtained by partial nephroureterectomy,
Specimen concept,,,4178954,Tissue specimen from respiratory system,
Specimen concept,,,4293154,Specimen from lung obtained by wedge biopsy,
Specimen concept,,,40486470,Bile specimen from common bile duct,
Specimen concept,,,4294053,"Specimen from anus obtained by transanal disk excision, intact",
Specimen concept,,,4006648,Kidney cytologic material,
Specimen concept,,,4046374,Specimen from lung obtained by fine needle aspiration procedure,
Specimen concept,CVX_VAG,,46273459,Specimen from endocervix obtained by curettage,
Specimen concept,,,46270175,Specimen from right lower lobe of lung obtained by bronchoalveolar lavage procedure,
Specimen concept,,,45773106,Spun cerebrospinal fluid,
Specimen concept,TISSUE,,42537557,Tissue specimen from aneurysm obtained by surgical resection,
Specimen concept,BODY_FLD,,4002875,Synovial fluid specimen,
Specimen concept,,,4048851,Erythrocyte specimen from blood product,
Specimen concept,,,45769626,Pooled specimen from vaginal introitus and rectal swab,
Specimen concept,,,4046282,Erythrocyte specimen from blood donor,
Specimen concept,BLD,,4001056,Arterial line specimen,
Specimen concept,,,4202979,Skin punch biopsy sample,
Specimen concept,,,4121357,Scotch tape slide,
Specimen concept,,,45445258,Bone marrow source,
Specimen concept,TISSUE,,4178954,Tissue specimen from respiratory system,
Specimen concept,,,4197202,Specimen from large intestine obtained by fine needle aspiration biopsy,
Specimen concept,BODY_FLD,,4182923,Tissue specimen obtained from extrahepatic bile ducts by biopsy,
Specimen concept,TISSUE,,4120213,Gonad tissue,
Specimen concept,,,4049122,Upper respiratory fluid specimen obtained by tracheal aspiration,
Specimen concept,,,4120348,Floor swab,
Specimen concept,,,4207271,Specimen from trachea obtained by excision,
Specimen concept,,,4028083,Tissue specimen from vagina,
Specimen concept,,,37117935,Formalin-fixed placenta tissue specimen,
Specimen concept,,,37016214,Colorectal junction neoplasm tissue sample,
Specimen concept,,,4046369,Tears specimen,
Specimen concept,,,4045884,Specimen from prostate obtained by enucleation,
Specimen concept,CSF,,4004349,Cerebroventricular fluid cytologic material,
Specimen concept,,,43021765,Peripheral vascular catheter submitted as specimen,
Specimen concept,TISSUE,,4202632,Upper respiratory tissue sample,
Specimen concept,,,4202969,Neck block dissection sample,
Specimen concept,,,46270226,Right colic flexure biopsy sample,
Specimen concept,,,43021156,Peritoneal catheter submitted as specimen,
Specimen concept,,,43531141,Specimen from lower gastrointestinal tract,
Specimen concept,BODY_FLD,,46273457,Brain cyst fluid sample,
Specimen concept,BODY_FLD,,4206304,Lower respiratory fluid sample,
Specimen concept,,,4000623,Bone marrow specimen,
Specimen concept,,,4206415,Pancreas biopsy sample,
Specimen concept,,,4219332,Specimen from uvea obtained by limited exenteration of eye,
Specimen concept,TISSUE,,4161559,Tissue specimen from extrahepatic bile duct,
Specimen concept,,,46274050,Specimen from breast obtained by resection of posterior margin,
Specimen concept,BLD,,4046835,Cord blood specimen,
Specimen concept,,,46270253,Endocervical smear sample,
Specimen concept,BLD,,4046836,Cord blood specimen from fetus,
Specimen concept,TISSUE,,4164324,Tissue specimen from retina,
Specimen concept,,,40488846,Specimen from abscess of liver,
Specimen concept,,,4120344,Penis swab,
Specimen concept,BODY_FLD,,40492275,Fluid specimen from seroma,
Specimen concept,,,4002220,Egg yolk specimen,
Specimen concept,,,4002225,Specimen from internal nose,
Specimen concept,,,4204332,Peritoneal biopsy sample,
Specimen concept,,,4004340,Bile duct cytologic material,
Specimen concept,URINE,,44784239,First stream urine sample,
Specimen concept,,,4206586,Omentum tissue sample,
Specimen concept,,,4124288,Clotted blood sample,
Specimen concept,,,44808184,Specimen obtained by punch biopsy,
Specimen concept,,,42535899,Specimen from jejunum obtained by aspiration,
Specimen concept,,,4202972,Excised sublingual gland sample,
Specimen concept,,,43021097,Swab from pharynx,
Specimen concept,,,4204945,Head of femur sample,
Specimen concept,TISSUE,,40484492,Specimen from adipose tissue obtained by fine needle aspiration biopsy,
Specimen concept,,,4325352,Specimen from tunica of testis,
Specimen concept,,,4204316,Adrenal biopsy sample,
Specimen concept,SER,,4046367,Serum specimen from blood product,
Specimen concept,,,45478813,Wound swab,
Specimen concept,,,45769404,Plasma specimen with ethylenediamine tetraacetic acid,
Specimen concept,BODY_FLD,,4206300,Thyroid fluid sample,
Specimen concept,,,4046488,Specimen from uterine cervix obtained by radical hysterectomy,
Specimen concept,,,4207903,Tissue specimen from retroperitoneum,
Specimen concept,TISSUE,,4120212,Adipose tissue sample,
Specimen concept,,,43021100,Swab from deep wound,
Specimen concept,,,4204355,Placenta biopsy sample,
Specimen concept,,,4120358,Lens sample,
Specimen concept,,,4331382,Specimen from sympathetic nerve ganglion obtained by biopsy,
Specimen concept,,,4235375,Specimen from upper urinary tract obtained by lavage,
Specimen concept,PLAS,,45769403,Plasma specimen with citrate,
Specimen concept,BODY_FLD,,45951846,Ascitic fluid,
Specimen concept,,,4246373,Specimen from small intestine obtained by Whipple resection,
Specimen concept,,,43531157,Specimen from perirenal tissue,
Specimen concept,BODY_FLD,,45438669,Nasal fluid sample,
